glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
akpe1247,Akpe,,dialect,Africa,,,atla1278,Atlantic-Congo
akpe1248,Akpes,ibe,language,Africa,7.50256,5.95559,atla1278,Atlantic-Congo
akpo1242,Akpo-Mgbu-Tolu,,dialect,Africa,,,atla1278,Atlantic-Congo
akpo1243,Akpondu,,language,Africa,9.235232,8.545454,atla1278,Atlantic-Congo
akre1239,Akre,,dialect,Eurasia,,,indo1319,Indo-European
akua1239,Akuapem,,dialect,Africa,,,atla1278,Atlantic-Congo
akuk1235,Akuku,ayk,language,Africa,7.40354,6.34264,atla1278,Atlantic-Congo
akum1238,Akum,aku,language,Africa,6.85716,9.96261,atla1278,Atlantic-Congo
akun1239,Akunnu,,dialect,Africa,,,atla1278,Atlantic-Congo
akun1241,Akuntsu,aqz,language,South America,-12.8322,-60.9716,tupi1275,Tupian
akur1238,Akurio,ako,language,South America,3.19607,-55.6294,cari1283,Cariban
akus1238,Akusha,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
akwa1248,Akwa,akw,language,Africa,-0.39897,15.4623,atla1278,Atlantic-Congo
akwa1249,Akwanga,,dialect,Africa,,,atla1278,Atlantic-Congo
akwa1247,Akwa (Nigeria),,dialect,Africa,,,atla1278,Atlantic-Congo
nort2905,Akwun,,dialect,Papunesia,,,nucl1708,Nuclear Torricelli
akya1234,Akyaung Ari Naga,nqy,language,Eurasia,,,book1242,Bookkeeping
akye1239,Akyem Bosome,,dialect,Africa,,,atla1278,Atlantic-Congo
alll1234,Ål,,dialect,Eurasia,,,indo1319,Indo-European
alab1254,Alaba-K'abeena,alw,language,Africa,7.39014,38.1732,afro1255,Afro-Asiatic
alab1237,Alabama,akz,language,North America,30.76738,-94.62848,musk1252,Muskogean
alab1246,Alabat Island Agta,dul,language,Papunesia,14.1217,122.014,aust1307,Austronesian
alab1256,Alabugat Tatar,,dialect,Eurasia,43.59,46.66,turk1311,Turkic
alac1239,Alacalufe-Austral,,language,South America,-54.788017,-70.140381,kawe1237,Kawesqar
alac1240,Alacalufe-Central,,language,South America,-53.435719,-71.04126,kawe1237,Kawesqar
alac1244,Alacatlatzala Mixtec,mim,language,North America,17.25,-98.58,otom1299,Otomanguean
alad1239,Alada,,dialect,Africa,,,atla1278,Atlantic-Congo
alag1243,Alag-Bako,,dialect,Papunesia,,,aust1307,Austronesian
alag1242,Alago,ala,language,Africa,8.34986,8.52085,atla1278,Atlantic-Congo
alag1249,Alaguilac,,language,North America,,,book1242,Bookkeeping
alag1248,Alagwa,wbj,language,Africa,-4.64148,35.7231,afro1255,Afro-Asiatic
alak1253,Alak,alk,language,Eurasia,15.5565,106.597,aust1305,Austroasiatic
alak1254,Alakaman,,dialect,Papunesia,,,timo1261,Timor-Alor-Pantar
alak1252,Alakong,,dialect,Eurasia,,,aust1305,Austroasiatic
alam1246,Alamblak,amp,language,Papunesia,-4.66307,143.316,sepi1257,Sepik
goza1238,Alamuti,goz,language,Eurasia,36.4133,50.6987,indo1319,Indo-European
alan1247,Åland Islands Swedish,,dialect,Eurasia,60.2151,19.9422,indo1319,Indo-European
alan1249,Alangan,alj,language,Papunesia,13.0982,121.022,aust1307,Austronesian
alan1250,Alango,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
alan1248,Alangua,,dialect,Africa,,,atla1278,Atlantic-Congo
alap1235,Alapmunte,apv,language,South America,-12.329886,-59.996702,unat1236,Unattested
alar1239,Alar,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
alas1254,Alas,,dialect,Papunesia,,,aust1307,Austronesian
alas1253,Alasai,,dialect,Eurasia,,,indo1319,Indo-European
alas1256,Alasha Oirad,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
alas1257,Alaskan Kutchin,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
alat1245,Alatening,,dialect,Africa,,,atla1278,Atlantic-Congo
alat1246,Alatesu,,dialect,South America,,,namb1299,Nambiquaran
aval1237,Alavan,,dialect,Eurasia,,,basq1248,Basque
alaw1244,Alawa,alh,language,Australia,-15.5458,134.282,mang1423,Mangarrayi-Maran
alba1271,Albanian Sign Language,sqk,language,Eurasia,41.328889,19.817778,sign1238,Sign Language
alba1270,Albany River Ojibwa,,dialect,North America,,,algi1248,Algic
alca1238,Alcantara Aklanon,,dialect,Papunesia,,,aust1307,Austronesian
alca1237,Alcantaranon,,dialect,Papunesia,,,aust1307,Austronesian
alco1235,Alcozauca Mixtec,xta,language,North America,17.3687,-98.3969,otom1299,Otomanguean
wail1242,Ale,wlr,language,Papunesia,-15.5656,166.902,aust1307,Austronesian
alec1238,Alechuxa,,dialect,Eurasia,,,tung1282,Tungusic
gaww1239,Ale-Gawwada,gwd,language,Africa,5.37869,37.2737,afro1255,Afro-Asiatic
aleg1238,Alege,alf,language,Africa,6.59423,9.00394,atla1278,Atlantic-Congo
alek1238,Alekano,gah,language,Papunesia,-6.03901,145.387,nucl1709,Nuclear Trans New Guinea
alep1237,Alepa,,dialect,Papunesia,,,aust1307,Austronesian
alep1241,Aleppo,,dialect,Eurasia,,,afro1255,Afro-Asiatic
alep1242,Aleppo Kurmanji,,dialect,Eurasia,,,indo1319,Indo-European
aleu1260,Aleut,ale,language,North America,52.1228,-174.29,eski1264,Eskimo-Aleut
alew1234,Alewai,,dialect,Papunesia,,,aust1307,Austronesian
nort2970,Alexis-Paul Stoney,,dialect,North America,,,siou1252,Siouan
alfo1240,Alföld,,dialect,Eurasia,,,ural1272,Uralic
alga1234,'Algaden,,dialect,Africa,,,afro1255,Afro-Asiatic
alge1239,Algerian Arabic,arq,language,Africa,35.4208,3.23033,afro1255,Afro-Asiatic
alge1240,Algerian Saharan Arabic,aao,language,Africa,20.8884,4.80626,afro1255,Afro-Asiatic
alge1235,Algerian Sign Language,asp,language,Africa,36.4762,3.5462,sign1238,Sign Language
alge1241,Alger Judeo-Arabic,,dialect,Eurasia,,,afro1255,Afro-Asiatic
algh1238,Algherese,,dialect,Eurasia,40.56432,8.32867,indo1319,Indo-European
algi1247,Algiers,,dialect,Africa,,,afro1255,Afro-Asiatic
algo1255,Algonquin,alq,language,North America,47.3876,-77.5258,algi1248,Algic
alha1242,Al-Hasâ,,dialect,Eurasia,,,afro1255,Afro-Asiatic
alha1241,Al-Hasaa,,dialect,Eurasia,,,afro1255,Afro-Asiatic
alii1240,Ali,aiy,language,Africa,4.60014,18.0352,atla1278,Atlantic-Congo
alia1238,Aliap,,dialect,Africa,,,nilo1247,Nilotic
alif1238,Alifokpa,,dialect,Africa,,,atla1278,Atlantic-Congo
alig1238,Aligarh,,dialect,Eurasia,,,indo1319,Indo-European
alil1239,Alile,,dialect,South America,,,araw1281,Arawakan
alin1238,Alingar,,dialect,Eurasia,,,indo1319,Indo-European
alii1241,Ali (Papua New Guinea),,dialect,Papunesia,,,aust1307,Austronesian
alip1234,Alipur Sign Language,,language,Eurasia,16.843564,77.107525,sign1238,Sign Language
aliw1234,Aliwal North,,dialect,Africa,,,tuuu1241,Tuu
alla1248,Alladian,ald,language,Africa,5.22371,-4.42647,atla1278,Atlantic-Congo
alla1246,Allagir,,dialect,Eurasia,,,indo1319,Indo-European
alla1250,Allaikha,,dialect,Eurasia,,,tung1282,Tungusic
alla1249,Allang,,dialect,Papunesia,,,aust1307,Austronesian
alla1247,Allar,all,language,Eurasia,11.0803,76.6593,drav1251,Dravidian
alle1238,Allentiac,,language,South America,-33.480938,-68.096924,huar1251,Huarpean
almu1234,al-Murrah-Ajman,,dialect,Eurasia,,,afro1255,Afro-Asiatic
alng1239,Alngith,aid,language,Australia,-12.5324,141.938,pama1250,Pama-Nyungan
aloa1239,Aloa,,dialect,Africa,,,afro1255,Afro-Asiatic
aloa1235,Aloápam Zapotec,zaq,language,North America,17.4137,-96.7438,otom1299,Otomanguean
alop1235,Alo Phola,ypo,language,Eurasia,23.59,101.933,sino1245,Sino-Tibetan
alor1247,Alorese,aol,language,Papunesia,-8.20382,124.264,aust1307,Austronesian
alor1252,Alor Malay,,dialect,Papunesia,,,aust1307,Austronesian
alor1246,Alor (Nilotic),,dialect,Africa,,,nilo1247,Nilotic
alpi1238,Alpine Lombard,,dialect,Eurasia,,,indo1319,Indo-European
alsa1241,Alsace Low Alemannic,,dialect,Eurasia,,,indo1319,Indo-European
alsa1242,Al-Sayyid Bedouin Sign Language,syy,language,Eurasia,31.284444,34.916111,sign1238,Sign Language
alse1252,Alsea,,dialect,North America,,,alse1251,Alsea-Yaquina
alse1251,Alsea-Yaquina,aes,language,North America,44.408,-123.94,,
alta1277,Altai-Kizi,,dialect,Eurasia,,,turk1311,Turkic
oira1262,Altai Oirat,,dialect,Eurasia,48.0512,91.7817,mong1349,Mongolic-Khitan
alta1279,Altai Torguud,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
alta1280,Altai Uriankhai,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
alto1237,Alto Navarro Meridional,,dialect,Eurasia,,,basq1248,Basque
alto1238,Alto Navarro Septentrional,,dialect,Eurasia,,,basq1248,Basque
aluu1243,Alu,,dialect,Papunesia,,,aust1307,Austronesian
alug1235,Alugu,aub,language,Eurasia,23,103,sino1245,Sino-Tibetan
aluk1239,Aluku,,dialect,South America,,,indo1319,Indo-European
aluk1238,Alu Kurumba,xua,language,Eurasia,11.3456,76.7995,drav1251,Dravidian
alum1248,Alumbis,,dialect,Papunesia,,,aust1307,Austronesian
alum1247,Alumu,,dialect,Africa,,,atla1278,Atlantic-Congo
alum1246,Arum,aab,language,Africa,9.01513,8.55956,atla1278,Atlantic-Congo
alun1238,Alune,alp,language,Papunesia,-3.11477,128.394,aust1307,Austronesian
aluo1235,Aluo,yna,language,Eurasia,26,102,sino1245,Sino-Tibetan
alur1250,Alur,alz,language,Africa,2.36213,31.0016,nilo1247,Nilotic
alur1249,Aluru,,dialect,Africa,,,cent2225,Central Sudanic
diaa1238,Alu-Sinagen,dia,language,Papunesia,-3.38837,142.248,nucl1708,Nuclear Torricelli
alut1245,Alutor,alr,language,Eurasia,60.3844,165.653,chuk1271,Chukotko-Kamchatkan
alut1246,Alutorskij,,dialect,Eurasia,,,chuk1271,Chukotko-Kamchatkan
aluu1242,Aluu,,dialect,Africa,,,atla1278,Atlantic-Congo
alvi1242,Alvir,,dialect,Eurasia,,,indo1319,Indo-European
alvi1241,Alviri-Vidari,avd,language,Eurasia,35.0075,50.3794,indo1319,Indo-European
alya1239,Alyawarr,aly,language,Australia,-21.0427,136.835,pama1250,Pama-Nyungan
alyk1238,Alyk,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
amad1244,Amadiya Jewish Neo-Aramaic,,dialect,Eurasia,,,afro1255,Afro-Asiatic
amad1240,Amadiye Kurdish,,dialect,Eurasia,,,indo1319,Indo-European
amah1245,Amahai,amq,language,Papunesia,-3.32028,128.939,aust1307,Austronesian
amah1246,Amahuaca,amc,language,South America,-10.2012,-72.3208,pano1259,Pano-Tacanan
amai1246,Amaimon,ali,language,Papunesia,-5.18742,145.368,nucl1709,Nuclear Trans New Guinea
amai1247,Amaizuho,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
amal1242,Amal,aad,language,Papunesia,-4.04517,141.995,sepi1257,Sepik
amam1246,Amam,,language,Papunesia,-7.9,146.92,kuni1270,Kunimaipan
amam1247,Amami O Shima Sign Language,jks,language,Eurasia,28.268372,129.358991,sign1238,Sign Language
aman1263,Amana,,dialect,Africa,,,mand1469,Mande
aman1265,Amanab,amn,language,Papunesia,-3.51516,141.178,bord1247,Border
aman1262,Amanavil,,dialect,Africa,,,atla1278,Atlantic-Congo
aman1266,Amanayé,ama,language,South America,-3.79772,-48.6613,tupi1275,Tupian
aman1261,Amanda-Afi,,dialect,Africa,,,atla1278,Atlantic-Congo
aman1264,Amanuban-Amanatun,,dialect,Papunesia,,,aust1307,Austronesian
amap1241,Amapá Creole,amd,language,,,,book1242,Bookkeeping
amap1240,Ama (Papua New Guinea),amm,language,Papunesia,-4.20192,141.658,left1242,Left May
amar1272,Amara,aie,language,Papunesia,-5.55778,148.68,aust1307,Austronesian
amar1281,Amara (Beja),,dialect,Africa,,,afro1255,Afro-Asiatic
amar1274,Amarakaeri,amr,language,South America,-12.4931,-70.5533,hara1260,Harakmbut
amar1273,Amarasi,aaz,language,Papunesia,-10.21751,123.96373,aust1307,Austronesian
amar1241,Amariba,,dialect,South America,,,araw1281,Arawakan
amar1275,Hamorúa,,dialect,South America,,,guah1252,Guahiboan
amas1236,Ama (Sudan),nyi,language,Africa,12.0993,29.4332,nyim1244,Nyimang
amat1238,Amatlán Zapotec,zpo,language,North America,16.2707,-96.4003,otom1299,Otomanguean
amay1238,Amayo,,dialect,Africa,,,atla1278,Atlantic-Congo
amba1265,Ambai,amk,language,Papunesia,-1.88126,136.526,aust1307,Austronesian
amba1269,Ambakich,aew,language,Papunesia,-4.23181,144.285,kera1258,Keram
amba1267,Ambala Ayta,abc,language,Papunesia,14.8156,120.283,aust1307,Austronesian
amba1268,Ambasi,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
amba1266,Amba (Solomon Islands),utp,language,Papunesia,-11.2958,166.498,aust1307,Austronesian
amba1263,Amba (Uganda),rwm,language,Africa,0.81206,30.0014,atla1278,Atlantic-Congo
amba1264,Ambawang,,dialect,Papunesia,,,aust1307,Austronesian
ambe1248,Ambelau,amv,language,Papunesia,-3.85919,127.196,aust1307,Austronesian
ambe1247,Ambele,ael,language,Africa,5.94043,9.62028,atla1278,Atlantic-Congo
ambe1246,Ambermo,,language,Papunesia,-1.763355,137.903651,uncl1493,Unclassifiable
ambl1237,Amblong,alm,language,Papunesia,-15.5169,166.95,aust1307,Austronesian
ambo1249,Ambo,amb,language,Africa,7.07637,10.7798,atla1278,Atlantic-Congo
ambo1247,Ambodi,,dialect,Eurasia,,,indo1319,Indo-European
ambo1248,Ambo (Lala-Bisa),,dialect,Africa,,,atla1278,Atlantic-Congo
ambo1250,Ambonese Malay,abs,language,Papunesia,-3.71342,128.184,aust1307,Austronesian
ambo1255,Ambon Malay,,dialect,Papunesia,,,aust1307,Austronesian
ambo1252,Ambo-Pasco Quechua,qva,language,South America,-10.5138,-76.1135,quec1387,Quechuan
ambr1239,Ambrak,aag,language,Papunesia,-3.61,142.56,nucl1708,Nuclear Torricelli
ambu1245,Ambual,,dialect,Papunesia,,,aust1307,Austronesian
ambu1247,Ambulas,abt,language,Papunesia,-3.7801,143.059,nduu1242,Ndu
ambu1244,Ambumi,,dialect,Papunesia,,,aust1307,Austronesian
amda1238,Amdang,amj,language,Africa,14.7528,20.8912,fura1235,Furan
amdo1238,Amdo of Hor,,dialect,Eurasia,,,sino1245,Sino-Tibetan
amdo1237,Amdo Tibetan,adx,language,Eurasia,34.5177,100.485,sino1245,Sino-Tibetan
amel1241,Amele,aey,language,Papunesia,-5.29126,145.687,nucl1709,Nuclear Trans New Guinea
amen1242,Amenfi,,dialect,Africa,,,atla1278,Atlantic-Congo
amen1243,Amengi,,dialect,Africa,,,cent2225,Central Sudanic
amer1256,Amerax,aex,language,,,,book1242,Bookkeeping
amer1255,American Indian Pidgin English,,language,North America,,,pidg1258,Pidgin
amer1259,American Inland South English,,dialect,Eurasia,,,indo1319,Indo-European
amer1248,American Sign Language,ase,language,North America,33.8117,-81.6121,sign1238,Sign Language
amer1260,American Sign Language in the USA,,dialect,North America,,,sign1238,Sign Language
amfo1237,Amfoan-Fatule'u,,dialect,Papunesia,,,aust1307,Austronesian
amga1235,Amganad Ifugao,ifa,language,Papunesia,16.9016,121.042,aust1307,Austronesian
amha1245,Amharic,amh,language,Africa,11.708182,39.543456,afro1255,Afro-Asiatic
amii1238,Ami,amy,language,Australia,-13.5573,130.04,west2434,Western Daly
amie1238,Amienois,,dialect,Eurasia,,,indo1319,Indo-European
amik1238,Amikoana,akn,language,,,,book1242,Bookkeeping
amis1246,Amis,ami,language,Papunesia,23.0917,121.348,aust1307,Austronesian
amis1245,Amish Pennsylvania German,,dialect,North America,,,indo1319,Indo-European
hoaa1235,Amkoe,huc,language,Africa,-23.93447,24.69828,kxaa1236,Kxa
ammo1234,Ammonite,qgg,dialect,Eurasia,,,afro1255,Afro-Asiatic
amoo1242,Amo,amo,language,Africa,10.3229,8.65405,atla1278,Atlantic-Congo
amoi1234,Amoipira,,dialect,South America,,,tupi1275,Tupian
amol1236,Amoltepec Mixtec,mbz,language,North America,16.6521,-97.4518,otom1299,Otomanguean
amon1239,Amongme,,dialect,Papunesia,,,dama1272,Damal
amor1240,Amorei,,dialect,Eurasia,,,indo1319,Indo-European
amor1239,Amorite,,language,Eurasia,34.71,40.72,afro1255,Afro-Asiatic
amor1238,Yamoti,,dialect,South America,,,guah1252,Guahiboan
amot1240,Amota,,dialect,Papunesia,,,manu1261,Manubaran
amot1239,Amotomanco,,language,North America,,,uncl1493,Unclassifiable
amou1238,Amou Oblou,,dialect,Africa,,,atla1278,Atlantic-Congo
ampa1239,Ampanang,apg,language,Papunesia,-0.79259,116.349,aust1307,Austronesian
ampa1238,Ampari Dogon,aqd,language,Africa,14.15,-3.55,dogo1299,Dogon
ampe1238,Ampezzano,,dialect,Eurasia,,,indo1319,Indo-European
ampi1237,Ampibabo,,dialect,Papunesia,,,aust1307,Austronesian
ampi1238,Ampiini,,dialect,Africa,,,atla1278,Atlantic-Congo
mpuu1241,Ampumpwom,,dialect,Africa,,,atla1278,Atlantic-Congo
amra1237,Amravati,,dialect,Eurasia,,,drav1251,Dravidian
amri1238,Amri Karbi,ajz,language,Eurasia,26.024,91.482,sino1245,Sino-Tibetan
amru1234,Amrum,,dialect,Eurasia,,,indo1319,Indo-European
amto1250,Amto,amt,language,Papunesia,-4.12165,141.339,amto1249,Amto-Musan
amtr1234,Am Trakt-Alexandertal,,dialect,North America,,,indo1319,Indo-European
amuu1238,Amu,,dialect,Africa,,,atla1278,Atlantic-Congo
amub1238,Amubre-Katsi,,dialect,North America,,,chib1249,Chibchan
amug1239,Amugen,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
amun1244,Amun,,dialect,Papunesia,,,aust1307,Austronesian
amun1246,Amundava,adw,language,South America,-9.04023,-62.3064,tupi1275,Tupian
amun1245,Amung,,dialect,Papunesia,,,dama1272,Damal
amur1244,Amur basin Solon,,dialect,Eurasia,,,tung1282,Tungusic
amar1271,Amurdak,amg,language,Australia,-11.9876,132.878,iwai1246,Iwaidjan Proper
gily1242,Amur Nivkh,niv,language,Eurasia,52.59,140.681,nivk1234,Nivkh
amur1243,Amuru,,dialect,Africa,,,gong1255,Ta-Ne-Omotic
amur1242,Amur-West Sakhalin Nivkh,,dialect,Eurasia,,,nivk1234,Nivkh
amux1234,Amux,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
sirz1237,Amuzgu-Shiri,,dialect,Eurasia,42.171599,47.332115,nakh1245,Nakh-Daghestanian
anaa1238,Anaang,anw,language,Africa,4.94832,7.57969,atla1278,Atlantic-Congo
anak1240,Anakalang,akg,language,Papunesia,-9.63425,119.605,aust1307,Austronesian
anal1239,Anal,anm,language,Eurasia,24.0506,94.2806,sino1245,Sino-Tibetan
anam1247,Anam,pda,language,Papunesia,-4.68869,145.051,nucl1709,Nuclear Trans New Guinea
anam1249,Anambé,aan,language,South America,-2.71119,-49.303,tupi1275,Tupian
anam1251,Anambe of Ehrenreich,,dialect,South America,,,tupi1275,Tupian
anam1248,Anamuxra,imi,language,Papunesia,-4.63762,144.991,nucl1709,Nuclear Trans New Guinea
anan1238,Ananjubi,,dialect,Africa,,,atla1278,Atlantic-Congo
anar1241,Anarak,,dialect,Eurasia,,,indo1319,Indo-European
anar1243,Anarya,,dialect,Eurasia,,,indo1319,Indo-European
anas1239,Anasi,bpo,language,Papunesia,-1.73908,137.716,book1242,Bookkeeping
anat1248,Ana Tinga Dogon,dti,language,Africa,14.6669,-3.1168,dogo1299,Dogon
anat1252,Anatolia,,dialect,Eurasia,,,afro1255,Afro-Asiatic
anat1260,Anatolian Bulgarian,,dialect,Eurasia,,,indo1319,Indo-European
anat1256,Anatolian Cluster,,dialect,Eurasia,,,afro1255,Afro-Asiatic
anat1259,Anatolian Turkish,,dialect,Eurasia,39.87,32.87,turk1311,Turkic
anat1247,Anatri,,dialect,Eurasia,,,turk1311,Turkic
anau1242,Anauli,,dialect,Eurasia,,,turk1311,Turkic
anau1243,Anauyá,,language,South America,1.480584,-65.413237,araw1281,Arawakan
anca1236,Áncá,acb,language,Africa,6.66524,11.1087,book1242,Bookkeeping
anca1243,Ancalong Kutai,,dialect,Papunesia,,,aust1307,Austronesian
anch1238,Anchix,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
anch1240,Ancho,,dialect,Africa,,,atla1278,Atlantic-Congo
anci1242,Ionic-Attic Ancient Greek,grc,language,Eurasia,39.8155,21.9129,indo1319,Indo-European
anci1244,Ancient Hebrew,hbo,language,Eurasia,31.7761,35.1725,afro1255,Afro-Asiatic
anci1248,Ancient Ligurian,xlg,language,Eurasia,,,uncl1493,Unclassifiable
anci1245,Ancient North Arabian,xna,language,Eurasia,29.044,39.776,afro1255,Afro-Asiatic
ancu1238,Ancux,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
anda1282,Andadjin,ajn,dialect,Australia,-16.531222,127.693718,worr1236,Worrorran
anda1285,Andahuaylas,,dialect,South America,,,quec1387,Quechuan
anda1283,Andai,afd,language,Papunesia,-4.96449,143.637,araf1243,Arafundi
anda1281,Andalal-Gxdatl,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
anda1279,Andalusian,,dialect,Eurasia,,,indo1319,Indo-European
anda1287,Andalusian Arabic,xaa,language,Eurasia,36.54,-5.2,afro1255,Afro-Asiatic
anda1280,Andaman Creole Hindi,hca,language,Eurasia,11.676,92.738,indo1319,Indo-European
anda1288,Andambit,,dialect,Papunesia,,,araf1243,Arafundi
anda1286,Andaqui,ana,language,South America,2.74999,-76,,
anda1284,Andarum,aod,language,Papunesia,-4.48734,144.767,ramu1234,Ramu
ande1246,Ande Koraga,,dialect,Eurasia,,,drav1251,Dravidian
ande1250,Andean Bolivian Spanish,,dialect,Eurasia,,,indo1319,Indo-European
ande1249,Andean Spanish,,dialect,Eurasia,,,indo1319,Indo-European
ande1247,Andegerebinha,adg,language,Australia,-22.51278,137.3515,pama1250,Pama-Nyungan
ande1248,Andelale,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
andh1242,Andh,anr,dialect,Eurasia,19.4734,77.7156,indo1319,Indo-European
andh1241,Andhra Pradesh Lamani,,dialect,Eurasia,,,indo1319,Indo-European
andi1255,Andi,ani,language,Eurasia,42.8078,46.2919,nakh1245,Nakh-Daghestanian
andi1253,Andimeshki,,dialect,Eurasia,,,indo1319,Indo-European
andi1256,Andinai,,dialect,Africa,,,cent2225,Central Sudanic
andi1257,Andio,bzb,language,Papunesia,-0.88368,123.174,aust1307,Austronesian
ando1255,Andoa,anb,language,South America,-3.29664,-76.6056,zapa1251,Zaparoan
ando1257,Andoke,,dialect,South America,,,ando1256,Andoque
ando1256,Andoque,ano,language,South America,-0.53751,-72.0869,,
ando1254,Andoquero,,language,South America,-0.666992,-72.310867,huit1251,Huitotoan
andr1248,Andra-Hus,anx,language,Papunesia,-2.05894,147.085,aust1307,Austronesian
andr1247,Andri,,dialect,Africa,,,cent2225,Central Sudanic
andr1246,Andro,,language,Eurasia,24.754303,94.033796,sino1245,Sino-Tibetan
anee1234,Ane,,dialect,Africa,,,atla1278,Atlantic-Congo
anei1239,Aneityum,aty,language,Papunesia,-20.1864,169.825,aust1307,Austronesian
aine1237,Ane Kuruba,,dialect,Eurasia,,,drav1251,Dravidian
anem1249,Anem,anz,language,Papunesia,-5.54836,148.993,,
anem1248,Aneme Wake,aby,language,Papunesia,-9.75911,148.479,yare1250,Yareban
aneu1237,Aneuk Jamee,,dialect,Papunesia,,,aust1307,Austronesian
anex1238,Anexo,,dialect,Africa,,,atla1278,Atlantic-Congo
anfi1235,Anfillo,myo,language,Africa,8.568,34.647,gong1255,Ta-Ne-Omotic
anga1290,Angaataha,agm,language,Papunesia,-7.15012,146.352,anga1289,Angan
anga1316,Angaité,aqt,language,South America,-22.85,-58.45,leng1261,Lengua-Mascoy
anga1293,Angal,age,language,Papunesia,-6.0127,143.592,nucl1709,Nuclear Trans New Guinea
anga1294,Angal Enen,aoe,language,Papunesia,-6.23296,143.583,nucl1709,Nuclear Trans New Guinea
anga1292,Angal Heneng,akh,language,Papunesia,-6.13347,143.478,nucl1709,Nuclear Trans New Guinea
anga1288,Angami Naga,njm,language,Eurasia,25.6841,93.8668,sino1245,Sino-Tibetan
anga1315,Angami Naga Sign Language,,language,Eurasia,25.896367,93.719062,sign1238,Sign Language
ange1244,Angevin,,dialect,Eurasia,,,indo1319,Indo-European
angg1239,Angguruk Yali,yli,language,Papunesia,-4.0836,139.457,nucl1709,Nuclear Trans New Guinea
angi1241,Angidin,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
angi1238,Angika,anp,language,Eurasia,26.0047,85.534,indo1319,Indo-European
